상호명,도로명주소,행정동명,위도,경도
클럼지베이커리(Clumsy bakery),"서울특별시 용산구 한강대로54길 31, 1층 (한강로1가)",한강로동,37.5324913869839,126.973346907273
시리언터키시키친(S.T.K),"서울특별시 용산구 녹사평대로40가길 2-14, 1,2,3층 (이태원동)",이태원2동,37.5345551754128,126.987904804296
시리언터키시키친1(S.T.K),"서울특별시 용산구 녹사평대로40가길 2-14, 지1층 (이태원동)",이태원2동,37.5345551754128,126.987904804296
커피온더로드,"서울특별시 용산구 한강대로52길 3-3, 1층 (한강로2가)",한강로동,37.5325364842623,126.971616208114
위크레페(we crepe),"서울특별시 용산구 한강대로23길 55, 용산역 6층 (한강로3가)",한강로동,37.5297718014452,126.964741503485
목단가옥,"서울특별시 용산구 이태원로54길 58-4, 지1, 지상1층 (한남동)",한남동,37.5360217198748,127.000857518344
우연의일치(coinciedence),"서울특별시 용산구 청파로 330-32, 1층 (청파동1가)",청파동,37.5487575648467,126.97059068391
바그(bagh),"서울특별시 용산구 원효로63길 18, 1,2층 (원효로2가)",원효로1동,37.5373780626836,126.963590847931
칠성닭집,"서울특별시 용산구 이촌로14길 11-32, 1층 102호 (이촌동)",이촌2동,37.5267775033304,126.954704885688
메가엠지씨커피 서울역점,"서울특별시 용산구 한강대로 403, 근생빌딩 1층 (동자동)",남영동,37.5543515312881,126.972197787335
원스쿠키즈,"서울특별시 용산구 신흥로36길 7, 지1층 (후암동)",후암동,37.5464100659885,126.982103115358
세븐일레븐 한남스타점,"서울특별시 용산구 대사관로 72, 제일빌딩 1층 5호 (한남동)",한남동,37.5330952126175,127.005947068599
꽃한잔,"서울특별시 용산구 효창원로37다길 1, 1층 101호 (용문동)",용문동,37.5374689168426,126.958502054512
아르고티 아이파크몰점,"서울특별시 용산구 한강대로23길 55, 용산역 6층 (한강로3가)",한강로동,37.5297718014452,126.964741503485
콘시드서울(Concede Seoul),"서울특별시 용산구 서빙고로 17, 용산센트럴파크 해링턴스퀘어 1층 100호 (한강로3가)",한강로동,37.5269056148241,126.966566172294
영앤스윗주식회사,"서울특별시 용산구 한강대로 69, 상가동 3층 319-2호 (한강로2가, 용산푸르지오써밋)",한강로동,37.5270404595814,126.964892234354
말죽거리꽈배기,"서울특별시 용산구 청파로47길 37, 1층 101호 (청파동2가)",청파동,37.5446516829398,126.968383697941
매머드익스프레스용산푸르지오써밋점,"서울특별시 용산구 한강대로 69, 상가동 1층 104-2호 (한강로2가, 용산푸르지오써밋)",한강로동,37.5270404595814,126.964892234354
더트레인,"서울특별시 용산구 청파로 74, 전자랜드 5층 B-504호 (한강로3가)",한강로동,37.5327888550584,126.959558538475
샌드프레소 스페셜티,"서울특별시 용산구 한강대로23길 55, 아이파크몰점 6층 (한강로3가)",한강로동,37.5297718014452,126.964741503485
르몽블랑Ⅱ,"서울특별시 용산구 신흥로 99-4, 3층 (용산동2가)",용산2가동,37.5449087560253,126.984857160188
서울큐브이태원,"서울특별시 용산구 우사단로14길 8, 2층 (이태원동)",이태원1동,37.5340039573306,126.996095958468
요커 (yo.kr) 한남순천향점,"서울특별시 용산구 대사관로24길 13, 1층 1호 (한남동)",한남동,37.5329998449266,127.004894298627
웰릿(Well-LIT),"서울특별시 용산구 서빙고로 17, 판매시설동 1층 8호 (한강로3가)",한강로동,37.5269056148241,126.966566172294
루메니코,"서울특별시 용산구 소월로20길 50, 지1층,1층 (용산동2가)",용산2가동,37.5445315820607,126.984735479703
쿼츠,"서울특별시 용산구 한강대로 158, 1층 (한강로1가)",한강로동,37.5329621717645,126.9718442489
폴바셋용산아이파크몰점,"서울특별시 용산구 한강대로23길 55, 아이파크몰 동관 6층 (한강로3가)",한강로동,37.5297718014452,126.964741503485
프렌즈스크린한남,"서울특별시 용산구 한남대로 130, 볼보빌딩 지2층,지3층 (한남동)",한남동,37.5399440547662,127.004427556463
이루아(IRUWA),"서울특별시 용산구 청파로 74, 전자랜드 본관 1층 C-143호 (한강로3가)",한강로동,37.5327888550584,126.959558538475
누깍(Nukak),"서울특별시 용산구 이태원로19길 46, 1층 (이태원동)",이태원1동,37.5363508492423,126.991874188803
파르코지오키카페(PARCO GIOCHI Cafe),"서울특별시 용산구 이태원로27길 39-11, 에이동 지2층 B202호 (이태원동, Le Ciel 1022)",이태원1동,37.535935774982,126.99361246305
요거트월드,"서울특별시 용산구 청파로 335-8, 1층 (청파동1가)",청파동,37.549594008298,126.96935618319
가든스튜디오,"서울특별시 용산구 녹사평대로40나길 53, 1층 (이태원동)",이태원2동,37.5368999335952,126.988756636158
에그드랍 한남순천향점,"서울특별시 용산구 대사관로 64, 1층 (한남동)",한남동,37.5332385085066,127.0051666417
베이커스코드,"서울특별시 용산구 서빙고로 17, 1층 10,11호 (한강로3가)",한강로동,37.5269056148241,126.966566172294
숙대앞맛있는샌드위치,"서울특별시 용산구 청파로47길 74, 1층 (청파동2가)",청파동,37.5450568663332,126.966439478489
세븐일레븐보광우사단로점,"서울특별시 용산구 우사단로2길 12, 2층 (보광동)",보광동,37.530567574774,126.997402968708
피프틴커피(15 coffee),"서울특별시 용산구 신흥로 97-1, 지상2층 (용산동2가)",용산2가동,37.5453675556951,126.98494216229
행운보다행복,"서울특별시 용산구 두텁바위로1길 26, 1층 (갈월동)",남영동,37.5456634022533,126.973857995085
부릉설설희네,"서울특별시 용산구 한강대로 56-1, 지1층 (한강로3가)",한강로동,37.5257370973724,126.964984366075
지에스더프레시 용산해링턴점,"서울특별시 용산구 서빙고로 17, 1층 111호 (한강로3가)",한강로동,37.5269056148241,126.966566172294
에그맛있다,"서울특별시 용산구 청파로45길 39, 1층 (청파동2가)",청파동,37.5445167089003,126.968367460359
심플리에,"서울특별시 용산구 청파로93길 42-1, 1층 (서계동)",청파동,37.5538830711891,126.966521757231
와이브루(Ybrew),"서울특별시 용산구 서빙고로 17, 용산센트럴파크 해링턴스퀘어 상가동 1층 76호 (한강로3가)",한강로동,37.5269056148241,126.966566172294
더치프레소용산,"서울특별시 용산구 한강대로 지하 112, 4호선 신용산역 지1층 429-112호 (한강로2가)",한강로동,37.5296155628471,126.968215931799
이디야커피용산청파점,"서울특별시 용산구 청파로71길 10, 1층 (청파동1가)",청파동,37.5494639189725,126.969413497587
마이어.날다,"서울특별시 용산구 서빙고로 17, 센트럴파크 해링턴스퀘어 D동 2043호 (한강로3가)",한강로동,37.5269056148241,126.966566172294
프랭키(Frankie),"서울특별시 용산구 대사관로5길 17, 1층 (한남동)",한남동,37.5349726865538,127.00055892351
찬스커피,"서울특별시 용산구 만리재로26길 13, 1층 (서계동)",청파동,37.5525477021634,126.964666609814
켈리스아뜰리에,"서울특별시 용산구 한강대로 372, 지2층 B217호 (동자동, 센트레빌아스테리움서울)",남영동,37.5516794257654,126.972905059299
요지트,"서울특별시 용산구 청파로47길 8, 1층 (청파동3가)",청파동,37.5449567377415,126.970020731734
이레Coffee,"서울특별시 용산구 원효로 246, 자동차용품할인매장 1층 (원효로1가)",원효로1동,37.539491175162,126.968600521103
이마트24R용산트리스퀘어점,"서울특별시 용산구 백범로99길 40, 1층 101,102호 (한강로2가, 용산 베르디움 프렌즈)",한강로동,37.5358258637822,126.971639287338
챔프커피,"서울특별시 용산구 이태원로55길 60-16, 지하3층 (한남동)",한남동,37.5384612696435,126.999294071613
하운드팟,"서울특별시 용산구 한남대로 91, 지하B2층 (한남동, 나인원 한남)",한남동,37.5365601416483,127.002134137393
스롤라인,"서울특별시 용산구 회나무로 72, 텐마이즈빌딩 에이동 1층 (이태원동)",이태원2동,37.5402304308745,126.994357757542
매머드익스프레스 신용산점,"서울특별시 용산구 새창로 217, 용산토투밸리 1층 제121,122,123,127,131호 (한강로2가)",한강로동,37.5302166820111,126.967776259525
(주)바디컨설팅,"서울특별시 용산구 한강대로 304, 3층 (갈월동)",남영동,37.5454262692875,126.972320484208
트릿(trit),"서울특별시 용산구 서빙고로 17, 용산센트럴파크 해링턴스퀘어 상가동 1층 122호 (한강로3가)",한강로동,37.5269056148241,126.966566172294
블루포트순천향대병원점,"서울특별시 용산구 대사관로 59, 순천향대학병원 서울병원 본관동 1층 (한남동)",한남동,37.5342808357653,127.003878033451
빙고180,"서울특별시 용산구 서빙고로 291, 에이동 2층 201호 (동빙고동)",서빙고동,37.5210078067492,126.995838153493
꼬마카롱,"서울특별시 용산구 두텁바위로1길 50, 1층 102호 (갈월동)",남영동,37.546319626286,126.97480853251
이삭토스트경리단길,"서울특별시 용산구 녹사평대로54길 24, 1층 (이태원동)",이태원2동,37.5390108638821,126.988513955095
메가엠지씨커피동부이촌점,"서울특별시 용산구 이촌로 248, 31동 1층 108호 (이촌동, 한강맨션)",이촌1동,37.5193865878083,126.975025954742
더카페용문사거리점,"서울특별시 용산구 새창로 116, 1,2층 (용문동)",용문동,37.5371385383556,126.960392109816
두손,"서울특별시 용산구 효창원로42길 5, 1층 (용문동)",용문동,37.5369943996361,126.959921274656
파크피프틴,"서울특별시 용산구 한강대로38길 35, 태승빌딩(의류상가) 1층 (용산동5가)",한강로동,37.5287707660887,126.970222478429
카페미우,"서울특별시 용산구 새창로14길 7, 1층 (도원동)",용문동,37.539184966822,126.958516265438
에이프릴 21(APRIL 21),"서울특별시 용산구 서빙고로 17, 센트럴파크 몰동 1층 82호 (한강로3가)",한강로동,37.5269056148241,126.966566172294
위드유용산카페,"서울특별시 용산구 한강대로 32, 엘지유플러스 2층 (한강로3가)",한강로동,37.5237879629473,126.963508875989
하니앤손스,"서울특별시 용산구 한강대로 95, 지하1층 B113호 (한강로2가, 래미안용산 더 센트럴)",한강로동,37.5288173852679,126.966653789116
리얼피시방,"서울특별시 용산구 녹사평대로 240, 기업은행 1층 102호 (이태원동)",이태원2동,37.5389082377219,126.987600863599
카페미뇽 시청역점,"서울특별시 중구 세종대로 지하 101, 지하1층 역151-105호호 (정동)",소공동,37.5654385176408,126.976983237511
이마트24 R이태원스카이점,"서울특별시 용산구 녹사평대로 168, 1층 (이태원동)",이태원1동,37.5333229049016,126.989123859641
루씨쿠키,"서울특별시 용산구 서빙고로 17, 1층 75호 (한강로3가)",한강로동,37.5269056148241,126.966566172294
홉슈크림 슈니미니,"서울특별시 용산구 한남대로 91, B2층 (한남동, 나인원 한남)",한남동,37.5365601416483,127.002134137393
다옴국수집,"서울특별시 용산구 청파로 359-4, 1층 (서계동)",청파동,37.5518187049009,126.969169903392
실버빈(Silver Bean),"서울특별시 강남구 테헤란로 322, 한신인터밸리24 지하1층 125호 (역삼동)",역삼2동,37.5032355765545,127.046582379785
이마트24 R구로동부점,"서울특별시 구로구 고척로 49, 1층 101호 (오류동, 동부골든아파트)",오류1동,37.4999652512578,126.841353368958
티에프티커피로스터스(TFT coffee roasters),"서울특별시 영등포구 여의대방로67길 11, 1층, 2층 (여의도동)",여의동,37.5197651591196,126.930241165994
이디야커피 신정역점,"서울특별시 양천구 오목로 155, 1층 (신정동)",신정4동,37.5249655687882,126.854653977172
컴포즈커피 화양사거리점,"서울특별시 성동구 아차산로17길 57 (성수동2가,지상1층 104호)",성수2가3동,37.5474862821389,127.065779880502
할리스커피 왕십리역점,"서울특별시 성동구 왕십리광장로 17, 비트플렉스 3층 RE-01~3호,기-06호 (행당동)",행당1동,37.5614417528647,127.038394194396
(주)더 비즈랩 한양대 학생회관점,"서울특별시 성동구 왕십리로 222, 한양대학교 내 학생회관 1층 (사근동)",사근동,37.5545035492027,127.046611216789
공차 한양대한양플라자점,"서울특별시 성동구 왕십리로 222, 한양대학교 학생복지관 1층 (사근동)",사근동,37.5545035492027,127.046611216789
씨유성동신한,"서울특별시 성동구 고산자로 269, 신한넥스텔 1층 102호 (도선동)",왕십리도선동,37.5636973196685,127.035773854876
맛있는떡집,"서울특별시 성동구 금호산2길 19, 1층 (금호동3가)",금호2.3가동,37.5489073359218,127.021816898431
빌로우(BELOW),"서울특별시 성동구 서울숲4길 16-10, 지층 (성수동1가)",성수1가2동,37.5472387637578,127.042405140398
커피코코,"서울특별시 성동구 아차산로13길 31 (성수동2가, 성수2가 278-35 지상1층)",성수2가3동,37.5458939042897,127.061512730347
원 빈(one bean),"서울특별시 성동구 성수일로4길 45 (성수동2가,지상1층)",성수2가1동,37.5423144759191,127.053822480804
카페라제스(CAFE LAZES),"서울특별시 성동구 왕십리로 410, A동 1층 102호 (하왕십리동, 센트라스 상가동)",왕십리도선동,37.5666029325047,127.024082467223
피자스쿨상왕십리역점,"서울특별시 성동구 왕십리로 357, 1층 (하왕십리동)",왕십리2동,37.5638287065305,127.030215804426
콜바이(Call by),"서울특별시 마포구 독막로2길 18, 1층 일부호 (합정동)",합정동,37.5477946701598,126.914492358488
카페두(CAFE DOO),서울특별시 성동구 한림말길 53 (옥수동),옥수동,37.5415012199286,127.016814880698
무로,"서울특별시 성동구 성덕정15길 6-19, 1층 (성수동2가)",성수2가1동,37.5384610886509,127.054000407817
(주)더비즈랩 한양여대 본관점,"서울특별시 성동구 살곶이길 200, 1층 (사근동, 한양여자대학교 신본관)",사근동,37.5579175887117,127.049321897316
할리스 한양대병원점,"서울특별시 성동구 왕십리로 222-1, 한양대학교병원 본관1층 (사근동)",사근동,37.5586365379287,127.045628235663
리브릭(Libreak),"서울특별시 성동구 뚝섬로15길 29, 1층 (성수동2가)",성수2가1동,37.5391819112429,127.061680446841
코너스톤,"서울특별시 성동구 용답길 169-1, 1층 (용답동)",용답동,37.5637882249342,127.055963671377
웨스트 West PC,"서울특별시 성동구 아차산로 91, 4층 (성수동2가)",성수2가3동,37.545307923565,127.054482759879
씨유 왕십리한양점,"서울특별시 성동구 마조로1길 32, 1층 (행당동)",사근동,37.5602401877062,127.039474565742
토프레소 마장역점,"서울특별시 성동구 마장로 305, 1층 (마장동)",마장동,37.5666626744894,127.043316238277
씨유성수헤이루점,"서울특별시 성동구 왕십리로 64, 1층 (성수동1가)",성수1가1동,37.5432952730995,127.044837775549
블루밍테라스,"서울특별시 성동구 왕십리로 410, L동 지하1층 119호 (하왕십리동, 센트라스)",왕십리도선동,37.5666029325047,127.024082467223
지에스25(GS25) 성동서울숲점,"서울특별시 성동구 서울숲2길 41, 1층 (성수동1가)",성수1가2동,37.5465140597643,127.043234870493
GS25 옥수상떼뷰,"서울특별시 성동구 독서당로 166, 성원상떼뷰 103호 (옥수동)",옥수동,37.5406062437899,127.011698447614
카페아모렘,"서울특별시 성동구 아차산로7길 29, 1층 (성수동2가)",성수2가3동,37.547906787263,127.055210245751
소나무커피,"서울특별시 성동구 뚝섬로 400, 1층 (성수동2가)",성수2가1동,37.5385087414256,127.054998518398
탑클래스 PC,"서울특별시 성동구 용답19길 17-1, 지하1층 (용답동)",용답동,37.5638156826095,127.052481864068
김밥친구들,"서울특별시 성동구 동호로 21, 옥수역 (옥수동)",옥수동,37.5409877747326,127.018965435917
컴포즈커피 성수역점,"서울특별시 성동구 아차산로 96, 1층 102호 (성수동2가)",성수2가3동,37.5446163292774,127.054455325209
세븐일레븐 성수에스팩토리점,"서울특별시 성동구 연무장15길 11, 가동 C104,105호 (성수동2가)",성수2가3동,37.5428217449251,127.058905961003
CU 성수에이스,"서울특별시 성동구 둘레15길 12, 서울학원 1층 (성수동2가)",성수2가1동,37.535786298934,127.055724371916
카페랏 102 (cafe lot 102),"서울특별시 성동구 성수일로 10, 서울숲 ITCT  1층 102호 (성수동1가)",성수1가1동,37.541278064379,127.048828114958
샐러디 한양대점,"서울특별시 성동구 마조로 24, 1층 102호 (행당동)",사근동,37.559822491488,127.041300956895
지에스25 성수스타점,"서울특별시 성동구 광나루로 190, 이에스에이리버하우스 A동 1층 101호 (성수동1가)",성수1가2동,37.5506588746343,127.050823354626
카페 소확행,"서울특별시 성동구 한림말5길 17, 2,3층 (옥수동)",옥수동,37.5427547291187,127.016542686978
알비(ARBY),"서울특별시 성동구 서울숲2길 11-7, 1층 (성수동1가)",성수1가2동,37.5475127295243,127.039900129534
옥수서재,"서울특별시 성동구 한림말1길 16-1, 지하1층 (옥수동)",옥수동,37.5427367271754,127.016413347817
카페어게인,"서울특별시 성동구 성수일로4길 12, 1층 (성수동1가)",성수1가1동,37.5425273868787,127.05012691713
그레이우드 커피,"서울특별시 성동구 자동차시장1길 85, JS 빌딩 1층 108호 (용답동)",용답동,37.5605377248611,127.067148620046
이마트24 성수으뜸점,"서울특별시 성동구 둘레15길 19, 1층 (성수동2가)",성수2가1동,37.5365418534952,127.055393306816
씨유성수IS비즈타워점,"서울특별시 성동구 성수이로 147, 아이에스비즈타워 1층 105호 (성수동2가)",성수2가3동,37.5480718056489,127.057567649098
구테로이테,"서울특별시 종로구 사직로 130, 적선현대빌딩 1층 2호 (적선동)",사직동,37.5753675264983,126.973321784452
SAATCHIOWN(사치로운),"서울특별시 성동구 성덕정17길 7-1, 1층 (성수동2가)",성수2가1동,37.5379490566895,127.05515617354
마피아커피,"서울특별시 성동구 금호로 40, 상가동 37호 (금호동4가)",금호4가동,37.5467055409212,127.025532888335
투썸플레이스 금호힐스테이트,"서울특별시 성동구 금호로 40, 상가동 26호,27호 (금호동4가)",금호4가동,37.5467055409212,127.025532888335
얌커피,"서울특별시 성동구 동일로 143, 상가동 122호 (성수동2가, 성수1차 대우아파트)",성수2가3동,37.5454284648551,127.065339810631
롱블랙,"서울특별시 성동구 용답중앙11길 12, 제일아카데미 1층 (용답동)",용답동,37.5658508907424,127.051988429181
씨유 씨네큐브점,"서울특별시 종로구 새문안로 68, 흥국생명빌딩 지하2층 (신문로1가)",사직동,37.5696425113058,126.972139469043
로우커피스탠드(Raw Coffee Stand),"서울특별시 성동구 왕십리로4길 28-2, 1층 (성수동1가)",성수1가2동,37.5471177960535,127.04661114401
쓰리팝(3 POP),"서울특별시 성동구 마조로 11, 지하1층 (행당동)",사근동,37.5589370324066,127.040664404256
큰집닭강정,"서울특별시 성동구 무학봉길 54-1, 1층 (하왕십리동)",왕십리2동,37.5604619579643,127.02875101521
더카페/서울숲 SK V1,"서울특별시 성동구 성수일로8길 5, 에이동 1층 111호 (성수동2가, 서울숲 SK V1)",성수2가3동,37.5470746286973,127.051616327555
꼬밍(komin),"서울특별시 성동구 마조로11길 11-1 (행당동,지상1층)",사근동,37.5617080577681,127.040109616714
푸르너스가든,"서울특별시 성동구 서울숲2길 46-9, 지상1층 (성수동1가)",성수1가2동,37.5460472685329,127.04368010843
카페마운틴,"서울특별시 성동구 무학로8길 11-1, 1층 (홍익동)",왕십리도선동,37.5656885453507,127.032249880056
글로우(GLOW),"서울특별시 성동구 아차산로9길 20, 1층 (성수동2가)",성수2가3동,37.5459959331245,127.058789415261
훔볼트,"서울특별시 성동구 성수이로 58, 지하1, 지상1,2층 (성수동2가)",성수2가1동,37.5400995344191,127.055602663956
맛차차(matchacha),"서울특별시 성동구 서울숲2길 18-11, 1층 (성수동1가)",성수1가2동,37.5468488230602,127.040577153526
묘사,"서울특별시 성동구 서울숲2길 2, 2층 (성수동1가)",성수1가2동,37.5478673398761,127.039700361488
청주명문도너츠,"서울특별시 성동구 독서당로 301-1, 1층 102호 (금호동3가)",금호2.3가동,37.5483527208837,127.022564289114
메가엠지씨커피 답십리로데오점,"서울특별시 성동구 용답중앙15길 12, 1층 (용답동)",용답동,37.5643810131913,127.053782098554
써브웨이 왕십리역점,"서울특별시 성동구 왕십리로 328, 1층 (도선동)",왕십리도선동,37.5628244990213,127.033400184675
카페(CAFE)357,"서울특별시 성동구 행당로 87, 3층 357호 (행당동)",행당2동,37.5572921201611,127.028544269386
카페36.5도,"서울특별시 성동구 연무장길 38, 1층 (성수동2가)",성수2가1동,37.5428583834893,127.05348272994
피어커피로스터스,"서울특별시 성동구 광나루로4가길 24, 1층 (성수동2가)",성수2가3동,37.5489241684925,127.054880332448
락pc방,"서울특별시 성동구 독서당로 381, 4층 401호 (응봉동)",응봉동,37.5501947813107,127.030692950226
카페 메종,"서울특별시 종로구 지봉로5길 7-5, 종로구구민회관, 보건소통합청 1층 (창신동)",창신1동,37.5735002829862,127.01436607091
슈퍼말차,"서울특별시 성동구 서울숲6길 19, 1층 (성수동1가)",성수1가2동,37.5475169632195,127.04371989351
5 to 7,"서울특별시 성동구 서울숲2길 44-13, 1,2층 (성수동1가)",성수1가2동,37.5461148030707,127.043300498584
라스베이글성수점,"서울특별시 성동구 성수일로4길 25, 107호 (성수동2가)",성수2가1동,37.5425050119214,127.051865849456
이마트24 R화양사거리점,"서울특별시 성동구 광나루로 328, 1층 (성수동2가)",성수2가3동,37.5480241036004,127.06623594379
배떡 성수점,"서울특별시 성동구 성덕정길 127, 1층 (성수동2가)",성수2가1동,37.5367759212708,127.057492321951
커피림(coffee liim),"서울특별시 성동구 송정길 40, 1층 (송정동)",송정동,37.549190044284,127.064190293595
이마트24 R금호파크힐스점,"서울특별시 성동구 금호로 140, B동 201호 (금호동1가, 이편한세상금호파크힐스)",금호1가동,37.5537160329778,127.021928981135
샌프란시스코 커피,"서울특별시 성동구 왕십리로4가길 2-9, 1층 (성수동1가)",성수1가1동,37.5452871917436,127.045804319342
드웰 (Dwell),"서울특별시 성동구 마장로39길 46, 1층 (마장동)",마장동,37.5687438479438,127.044384857829
브루잉 세레모니,"서울특별시 성동구 연무장5가길 22-1, 1층 (성수동2가)",성수2가3동,37.5432727118261,127.055139727387
키베이커리,"서울특별시 성동구 성수일로 11-2, 1층 (성수동1가)",성수1가1동,37.5417668480569,127.04841146614
커피베이 하왕십리점,"서울특별시 성동구 무학로 33, 152동 지1층 103호 (하왕십리동, 왕십리뉴타운제1구역)",왕십리도선동,37.5691641596929,127.02634785313
세븐일레븐 종로부암점,"서울특별시 종로구 창의문로 147, 1층 (부암동)",부암동,37.5928147838588,126.963758499517
이디아 텐즈힐 점,"서울특별시 성동구 무학로 33, 153동 1층 102호 (하왕십리동, 텐즈힐)",왕십리도선동,37.5691641596929,127.02634785313
이디야 커피,"서울특별시 성동구 난계로 35, 2층 (금호동1가)",금호1가동,37.5555256358422,127.024481346904
놀숲 한양대점,"서울특별시 성동구 마조로 11, 3층 1호 (행당동)",사근동,37.5589370324066,127.040664404256
컴포즈커피 성수점,"서울특별시 성동구 상원1길 29, 1층 (성수동1가)",성수1가2동,37.5462732573559,127.047595897737
커피좀비,"서울특별시 성동구 왕십리로 104 (성수동1가, 성수1가 656-968외1필지 지상1층)",성수1가2동,37.5468263604442,127.044886399347
김종욱커피,"서울특별시 성동구 상원10길 16 (성수동1가, 13-116 지상1층)",성수1가2동,37.5496006620214,127.049527694647
카페띠아모,"서울특별시 성동구 왕십리로 222, 1층 (행당동, 17 학술정보관편의점)",사근동,37.5545035492027,127.046611216789
한컵샐러드,"서울특별시 성동구 왕십리광장로 17, 지상4층 (행당동, 왕십리민자역사)",행당1동,37.5614417528647,127.038394194396
프롬하츠 서울숲푸르지오점,"서울특별시 성동구 금호로 17, 상가동 지하1층 102호,103호 (금호동4가, 서울숲2차푸르지오아파트)",금호4가동,37.5468826236179,127.024072726848
레레플레이,"서울특별시 중구 퇴계로81길 14-6, 1,2층 (황학동)",황학동,37.5663209626188,127.01833210795
하투,"서울특별시 성동구 천호대로 312, 2층 (용답동)",용답동,37.5649822509522,127.054560923079
초코츄츄,"서울특별시 성동구 금호로1길 43, 1층 (금호동4가)",금호4가동,37.5479327937056,127.023796836138
언커먼 그라운드,서울특별시 성동구 연무장11길 15 (성수동2가),성수2가3동,37.5433898232612,127.057261019438
매머드 익스프레스 종로르메이에르점,"서울특별시 종로구 종로 19, 르메이에르종로타운1 1층 121-2호 (종로1가)",종로1.2.3.4가동,37.5708444878121,126.979923668151
플레이트,"서울특별시 성동구 무학로2길 47, 지하1층 (도선동, 호텔컬리넌 도선)",왕십리도선동,37.5626480372113,127.034809476118
팔롬비니 카페테리아,"서울특별시 성동구 아차산로15길 19, 10층 (성수동2가, 우리W타워)",성수2가3동,37.5447507856542,127.062069655934
카페 엘든 (Cafe ELDEN),"서울특별시 성동구 뚝섬로15길 28, 1층 (성수동2가)",성수2가1동,37.5389598978208,127.061521177288
309 디저트 카페(dessert cafe),"서울특별시 성동구 성수이로7길 24, 1층 (성수동2가)",성수2가1동,37.5415262795065,127.054416529543
업스텝,"서울특별시 성동구 둘레15길 13, 2층 (성수동2가)",성수2가1동,37.5360213892205,127.055492149109
엔조이PC방,"서울특별시 성동구 성덕정길 84, 2층 (성수동2가, 엔조이PC방)",성수2가1동,37.5377619313618,127.052762758573
멜로워(Mellower),"서울특별시 성동구 성수이로7길 39, 1층 (성수동2가)",성수2가1동,37.5425331453144,127.053233219739
투썸플레이스 옥수역점,"서울특별시 성동구 독서당로40길 39, 지하2층 204호 (옥수동)",옥수동,37.5417089096844,127.017974967673
메가엠지씨커피 잠실트리지움점,"서울특별시 송파구 삼전로13길 22, 1층 (잠실동)",잠실본동,37.5077399626727,127.087907747569
커피에반하다 행당점,"서울특별시 성동구 행당로 84, 128호 (행당동, 한진종합상가)",행당2동,37.556567759443,127.028745897371
404김밥,"서울특별시 성동구 무학로 8-1 (도선동,(지상1층))",왕십리도선동,37.5648406854904,127.030293973016
베스킨라빈스-한양대점,"서울특별시 성동구 마조로 25 (행당동,제일빌딩)",사근동,37.5600604827223,127.040933252194
바코드커피,"서울특별시 성동구 무학봉15다길 4, 1층 (하왕십리동)",왕십리2동,37.5623145866882,127.030547726751
파파쿡,"서울특별시 성동구 독서당로 381, 1층 106호 (응봉동)",응봉동,37.5501947813107,127.030692950226
비올레타,"서울특별시 성동구 금호로 60, 지하1층 (금호동1가)",금호1가동,37.5486221230169,127.026048773374
카페서울숲 성동구청점,"서울특별시 성동구 고산자로 270, 성동구청 1층 (행당동)",행당1동,37.5634225092469,127.036964999975
투달러스커피(TWO DOLLARS COFFEE) 1호점,"서울특별시 성동구 아차산로17길 26, 지상1층 101호 (성수동2가)",성수2가3동,37.5445108985399,127.064664821555
공차왕십리역사점,"서울특별시 성동구 왕십리광장로 17, 지상2층 (행당동, 왕십리민자역사)",행당1동,37.5614417528647,127.038394194396
커피베이성수점,"서울특별시 성동구 성수이로7길 7, 서울숲 한라시그마밸리Ⅱ 1층 105A호 (성수동2가)",성수2가1동,37.5398076019937,127.054460766673
쉐르빌휴게소,"서울특별시 성동구 무학로6길 50 (도선동,101동 지하1층 사우나내)",왕십리도선동,37.5645961982208,127.035023853624
셀렉토커피 서울숲 IT캐슬점,"서울특별시 성동구 광나루로 130, 서울숲IT캐슬 1층 104호 (성수동1가)",성수1가2동,37.5509787653401,127.044720723884
마주보고까페,"서울특별시 성동구 마장로42길 11, 지상1층 (마장동)",마장동,37.5663196905133,127.045407334357
로우키,"서울특별시 성동구 연무장3길 6, 1층 (성수동2가)",성수2가3동,37.5441964034721,127.051579151478
디스터디카페 한양대점,"서울특별시 성동구 왕십리로 227, 3층 (행당동)",사근동,37.5572316360982,127.041920637054
제노,"서울특별시 성동구 독서당로 223, 상가동 지하3층 310호 (옥수동, 래미안옥수리버젠)",옥수동,37.5442707521164,127.015191933825
샤먼PC cafe,"서울특별시 송파구 오금로46길 29, 시온빌딩 2층 (가락동)",가락2동,37.4949192011388,127.134432593103
윤스김밥,"서울특별시 성동구 광나루로 130, 서울숲IT캐슬 105-가호 (성수동1가)",성수1가2동,37.5509787653401,127.044720723884
이모네분식,"서울특별시 성동구 금호로 102, 벽산아파트하이피아상가 509호 (금호동1가)",금호1가동,37.5516094238096,127.026272753093
팬도로시한양대과학기술관점,"서울특별시 성동구 왕십리로 222, 한양대학교 A동 1층 (사근동)",사근동,37.5545035492027,127.046611216789
블랑플라워,"서울특별시 성동구 한림말1길 16, 1층 (옥수동)",옥수동,37.5425735483399,127.016469436376
카페시벳,"서울특별시 성동구 마조로11길 17 (행당동,지상1층101호)",사근동,37.5616976272143,127.039512911371
